Time,Latitude,Longitude
1546581784,51.6140,-9.0011
1546581789,51.6190,-8.4989
1546581794,51.6217,-7.9965
1546581799,51.6220,-7.4942
1546581804,51.6201,-6.9919
1546581809,51.6157,-6.4897
1546581814,51.6091,-5.9876
1546581820,51.5991,-5.4355
1546581825,51.5876,-4.9338
1546581830,51.5737,-4.4324
