Time,Latitude,Longitude
1546839002,-9.5984,80.5759
1546839008,-9.8758,80.7808
1546839013,-10.1278,80.9675
1546839018,-10.3797,81.1544
1546839023,-10.6315,81.3417
1546839028,-10.9083,81.5481
1546839033,-11.1598,81.7362
1546839038,-11.4111,81.9245
1546839044,-11.6873,82.1321
1546839049,-11.9383,82.3213
