Time,Latitiude,Longitude
1545492056,36.3185,-126.1898
1545492061,36.5252,-125.8994
1545492066,36.7311,-125.6072
1545492071,36.9566,-125.2840
1545492076,37.1607,-124.9884
1545492081,37.3641,-124.6909
1545492087,37.5867,-124.3618
1545492092,37.7882,-124.0608
1545492097,37.9888,-123.7580
1545492102,38.2084,-123.4229
1545492107,38.4071,-123.1164
1545492113,38.6247,-122.7770
1545492118,38.8215,-122.4666
1545492123,39.0173,-122.1544
1545492129,39.2317,-121.8089
1545492134,39.4255,-121.4928
1545492139,39.6184,-121.1747
1545492144,39.8294,-120.8228
1545492149,40.0201,-120.5008
1545492154,40.2099,-120.1770
1545492160,40.4174,-119.8184
1545492165,40.6049,-119.4905
1545492170,40.7915,-119.1605
1545492175,40.9954,-118.7953
1545492180,41.1797,-118.4612
1545492185,41.3628,-118.1251
1545492190,41.5448,-117.7870
1545492196,41.7438,-117.4128
1545492201,41.9234,-117.0705
1545492206,42.1019,-116.7260
1545492211,42.2969,-116.3448
1545492216,42.4730,-115.9961
1545492221,42.6478,-115.6452
1545492227,42.8388,-115.2568
1545492232,43.0111,-114.9016
1545492237,43.1991,-114.5084
1545492242,43.3688,-114.1487
1545492248,43.5540,-113.7506
1545492253,43.7210,-113.3864
1545492258,43.8867,-113.0201
1545492263,44.0674,-112.6147
1545492268,44.2303,-112.2438
1545492273,44.3919,-111.8708
1545492279,44.5680,-111.4578
1545492284,44.7267,-111.0802
1545492289,44.8840,-110.7003
1545492294,45.0554,-110.2800
1545492299,45.2097,-109.8956
1545492304,45.3626,-109.5090
1545492310,45.5291,-109.0812
1545492315,45.6789,-108.6899
1545493347,35.0453,-21.0258
1545493352,34.8327,-20.7462
1545493358,34.5982,-20.4406
1545493363,34.3842,-20.1644
1545493368,34.1695,-19.8897
1545493373,33.9326,-19.5893
1545493378,33.7164,-19.3178
1545493383,33.4996,-19.0477
1545493389,33.2603,-18.7523
1545493394,33.0420,-18.4853
1545493399,32.8231,-18.2198
1545493405,32.5816,-17.9293
1545493410,32.3613,-17.6666
1545493415,32.1404,-17.4054
1545493420,31.8967,-17.1196
1545493425,31.6745,-16.8613
1545493430,31.4517,-16.6042
1545493435,31.2283,-16.3485
1545493441,30.9819,-16.0687
1545493446,30.7573,-15.8157
1545493451,30.5320,-15.5639
1545493456,30.2837,-15.2885
1545493461,30.0573,-15.0395
1545493466,29.8303,-14.7916
1545493472,29.5800,-14.5203
1545493477,29.3519,-14.2750
1545493482,29.1233,-14.0308
1545493487,28.8712,-13.7637
1545493492,28.6416,-13.5221
1545493497,28.4114,-13.2816
1545493503,28.1576,-13.0183
1545493508,27.9264,-12.7802
1545493513,27.6714,-12.5195
1545493518,27.4392,-12.2837
1545493523,27.2065,-12.0489
1545493529,26.9500,-11.7919
1545493534,26.7163,-11.5595
1545493539,26.4822,-11.3280
1545493544,26.2242,-11.0746
1545493549,25.9891,-10.8453
1545493554,25.7537,-10.6170
1545493559,25.5178,-10.3896
1545493565,25.2579,-10.1407
1545493570,25.0211,-9.9154
1545493575,24.7840,-9.6911
1545493580,24.5226,-9.4454
1545493585,24.2847,-9.2231
1545493590,24.0463,-9.0016
1545493596,23.7836,-8.7590
1545493601,23.5445,-8.5394
1545493606,23.3050,-8.3207
1545493612,23.0411,-8.0812
1545493617,22.8008,-7.8643
1545493622,22.5602,-7.6483
1545493627,22.2952,-7.4116
1545493632,22.0538,-7.1973
1545493637,21.8121,-6.9837
1545493643,21.5458,-6.7497
1545500044,-20.7657,1.8431
