Time,Latitiude,Longitude
1545461972,-50.5350,-140.1874
1545461977,-50.6031,-139.7098
1545461983,-50.6757,-139.1827
1545461988,-50.7393,-138.7021
1545461993,-50.8008,-138.2201
1545461998,-50.8660,-137.6882
1545462003,-50.9229,-137.2035
1545462009,-50.9830,-136.6690
1545462014,-51.0353,-136.1819
1545462019,-51.0854,-135.6936
