Time,Latitiude,Longitude
1545505747,-27.7650,-15.1476
1545505752,-27.9961,-14.9108
1545505757,-28.2267,-14.6729
1545505763,-28.4797,-14.4099
1545505768,-28.7093,-14.1697
1545505773,-28.9383,-13.9283
1545505778,-29.1667,-13.6858
1545505783,-29.4175,-13.4176
1545505788,-29.6449,-13.1726
1545505793,-29.8717,-12.9264
1545505799,-30.1207,-12.6541
1545505804,-30.3464,-12.4053
1545505809,-30.5715,-12.1553
1545505814,-30.8184,-11.8789
1545505819,-31.0424,-11.6261
1545505824,-31.2657,-11.3722
1545505830,-31.5108,-11.0913
1545505835,-31.7328,-10.8346
1545505840,-31.9544,-10.5765
1545505845,-32.1753,-10.3170
1545505850,-32.4175,-10.0301
1545505855,-32.6371,-9.7678
1545505860,-32.8561,-9.5041
1545505866,-33.0962,-9.2124
1545505871,-33.3138,-8.9457
1545505876,-33.5307,-8.6775
1545505881,-33.7685,-8.3810
1545505886,-33.9839,-8.1098
1545505892,-34.2201,-7.8099
1545505897,-34.4341,-7.5356
1545505902,-34.6473,-7.2598
1545505908,-34.8811,-6.9547
1545505913,-35.0928,-6.6757
1545505918,-35.3248,-6.3670
1545505923,-35.5349,-6.0848
1545505928,-35.7443,-5.8009
1545505933,-35.9528,-5.5155
1545505939,-36.1813,-5.1996
1545505944,-36.3882,-4.9108
1545505949,-36.5943,-4.6203
1545505954,-36.8201,-4.2988
1545505959,-37.0245,-4.0048
1545505964,-37.2280,-3.7091
1545505970,-37.4509,-3.3818
1545505975,-37.6526,-3.0825
1545505980,-37.8735,-2.7512
1545505985,-38.0734,-2.4483
1545505990,-38.2724,-2.1435
1545505996,-38.4902,-1.8062
1545506001,-38.6873,-1.4977
1545506006,-38.8835,-1.1873
1545506011,-39.0981,-0.8438
1545506016,-39.2923,-0.5296
1545506021,-39.4854,-0.2136
1545506027,-39.6968,0.1363
1545506032,-39.8879,0.4563
1545506037,-40.0780,0.7782
1545506042,-40.2859,1.1345
1545506047,-40.4738,1.4604
1545506052,-40.6607,1.7882
1545506058,-40.8650,2.1511
1545506063,-41.0496,2.4830
1545506068,-41.2332,2.8170
1545506073,-41.4338,3.1866
1545506078,-41.6150,3.5247
1545506083,-41.7951,3.8648
1545506089,-41.9919,4.2414
1545506094,-42.1696,4.5858
1545506099,-42.3461,4.9323
1545506104,-42.5214,5.2807
1545506110,-42.7129,5.6665
1545506115,-42.8857,6.0194
1545506120,-43.0573,6.3743
1545506125,-43.2446,6.7673
1545506130,-43.4135,7.1267
1545506136,-43.5979,7.5245
1545506141,-43.7642,7.8884
1545506146,-43.9292,8.2543
1545506151,-44.1091,8.6594
1545506156,-44.2713,9.0299
1545506161,-44.4321,9.4025
1545506167,-44.6074,9.8149
1545506172,-44.7654,10.1921
1545506177,-44.9220,10.5715
1545506182,-45.0926,10.9913
1545506187,-45.2462,11.3752
1545506193,-45.4134,11.8000
1545506198,-45.5640,12.1886
1545506203,-45.7130,12.5793
1545506208,-45.8753,13.0116
1545506213,-46.0212,13.4069
1545506218,-46.1656,13.8043
1545506223,-46.3085,14.2040
1545506229,-46.4638,14.6462
1545506234,-46.6034,15.0505
1545506239,-46.7551,15.4977
1545506244,-46.8913,15.9065
1545506249,-47.0259,16.3176
1545506255,-47.1721,16.7721
1545506260,-47.3033,17.1877
1545506265,-47.4328,17.6055
1545506270,-47.5733,18.0675
1545506275,-47.6992,18.4897
1545506280,-47.8234,18.9140
1545506286,-47.9580,19.3833
1545506291,-48.0786,19.8121
1545506296,-48.1973,20.2429
1545506301,-48.3259,20.7192
1545506306,-48.4410,21.1544
1545506311,-48.5542,21.5917
1545506317,-48.6766,22.0750
1545506322,-48.7859,22.5165
1545506327,-48.8934,22.9601
1545506333,-49.0095,23.4502
1545506338,-49.1130,23.8979
1545506343,-49.2146,24.3475
1545506348,-49.3143,24.7990
1545506353,-49.4218,25.2979
1545506358,-49.5174,25.7533
1545506363,-49.6110,26.2106
1545506369,-49.7117,26.7157
1545506374,-49.8012,27.1768
1545506379,-49.8887,27.6397
1545506384,-49.9826,28.1509
1545506389,-50.0658,28.6174
1545506394,-50.1469,29.0856
1545506400,-50.2338,29.6024
1545506405,-50.3106,30.0740
1545506410,-50.3853,30.5471
